Compound,Class,Chain.length,RI,Mod.position,Fly_020.x,Fly_005.x,Fly_016.x,Fly_017.x,Fly_018.x,Fly_002.x,Fly_004.x,Fly_006.x,Fly_001.x,Fly_019.x,Fly_001.y,Fly_002.y,Fly_004.y,Fly_005.y,Fly_006.y,Fly_016.y,Fly_017.y,Fly_018.y,Fly_019.y,Fly_020.y,Fly_009.x,Fly_010.x,Fly_008.x,Fly_007.x,Fly_011.x,Fly_013.x,Fly_014.x,Fly_012.x,Fly_015.x,Fly_003.x,Fly_003.y,Fly_007.y,Fly_008.y,Fly_009.y,Fly_010.y,Fly_011.y,Fly_012.y,Fly_013.y,Fly_014.y,Fly_015.y,Fly_026.x,Fly_032.x,Fly_025.x,Fly_021.x,Fly_023.x,Fly_031.x,Fly_035.x,Fly_036.x,Fly_024.x,Fly_034.x,Fly_021.y,Fly_023.y,Fly_024.y,Fly_025.y,Fly_026.y,Fly_031.y,Fly_032.y,Fly_034.y,Fly_035.y,Fly_036.y,Fly_027.x,Fly_029.x,Fly_039.x,Fly_037.x,Fly_028.x,Fly_040.x,Fly_030.x,Fly_022.x,Fly_033.x,Fly_038.x,Fly_022.y,Fly_027.y,Fly_028.y,Fly_029.y,Fly_030.y,Fly_033.y,Fly_037.y,Fly_038.y,Fly_039.y,Fly_040.y
C23:ene,Alkene,23,2271,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.42,32.414,32.413,32.427,NA,32.407,32.4,32.4,32.399,32.407,2.640372367111901,3.113526043018065,1.651176967962893,1.7095719976494486,0.9978986262863079,0,2.8474476140732685,2.1917934180033605,0.968429118189192,2.0115150480984427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.431,32.427,32.427,32.43,32.414,32.427,32.441,32.434,32.42,32.441,3.0289602456314455,1.5397836674830658,1.2071151520103705,1.034197449740916,2.9712770802062307,3.243037367574682,1.559865326266741,3.5398256894796263,1.9837250572457448,2.0935606518569627
C23:ene,Alkene,23,2274,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.551,32.53,32.551,32.565,32.531,32.545,32.524,32.531,32.538,32.538,1.8774643868593301,0.3813383789819587,1.734953953745206,0.9932418685560003,0.9167330119214007,0.7955114618424594,0.32063793756169523,1.548947019727645,0.2805744302107151,1.0018647151082656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C23:ene,Alkene,23,2276,"NA",32.531,32.531,32.524,32.524,32.524,32.517,32.517,32.517,32.517,32.517,0.22267729228509525,0.1914586081694472,0.17880055572787037,0.1634991494857892,0.18221570085817937,0.2138175335477765,0.4136656626663863,0.23715986672526052,0.3183986175648532,0.32365497749275207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C23,Alkane,23,2300,"NA",33.048,32.958,32.972,32.979,32.944,32.965,32.903,32.903,32.91,32.924,18.005763247118367,22.142228511373176,10.991510864288093,16.059735903591037,11.688325573578865,20.42709867338421,26.257277962744226,18.867314972435263,20.932245102248242,33.950206972762274,32.931,32.903,32.924,32.993,32.862,32.924,32.876,32.924,32.882,32.917,14.832831251480217,24.73604913077091,11.160928097064168,13.041831964728848,8.687867090335427,6.277990957970565,23.75915807144699,18.90821191008932,9.278471459450815,18.759013898715295,33.096,32.979,33.068,33.069,32.972,33,32.944,32.993,33.027,32.972,24.527138641735277,14.561250179469098,32.182694933627225,23.88385116553098,24.185529698393264,19.13753857795649,10.134389394056923,21.768277139964464,10.432141842672806,22.430293649096427,32.944,32.903,32.923,32.931,32.896,32.979,32.965,32.986,32.91,32.993,16.88169115963277,8.07808909695516,7.12511970599211,7.91780436674104,16.071485418202016,13.362523042830823,8.393239917592062,21.710407161882994,9.161946783668974,12.393952023794268
11-MeC23,Methyl,23,2330,11-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.468,33.441,33.468,33.462,33.448,33.427,33.441,33.448,33.448,33.448,0.01248618935366349,0.024561330434346943,0,0,0.013102512039488975,0.026774559400696216,0.05576736891407068,0.017336538824818785,0.021028962841880175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C24:ene,Alkene,24,2370,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.048,34.054,34.048,34.048,34.041,34.034,34.027,34.041,34.041,34.041,0.16230875268940073,0.11042140857914966,0.15836657313020996,0.17181360174015048,0.15717993016491882,0.12649267483408755,0.3878863873020762,0.18840711398678137,0.2095691497948189,0.19970037708403765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C24:ene,Alkene,24,2372,"NA",34.055,34.034,34.041,34.034,34.034,34.034,34.034,34.034,34.034,34.027,0.2398810722773661,0.14648389828234995,0.11322052898050299,0.25623684347540227,0.09396465509371107,0.3191357028549005,0.38795957773312395,0.5369921507773961,0.2269146636794259,0.4517682444364702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C24,Alkane,24,2400,"NA",34.482,34.468,34.468,34.468,34.468,34.468,34.461,34.462,34.468,34.455,1.1236054593300155,0.8764048808135728,0.6803568593536415,0.8655069817910757,0.6434888644486644,1.0955215608390383,1.3890048638601262,1.1951028696516366,0.9425623628750246,1.5357839427385684,34.468,34.468,34.468,34.475,34.461,34.461,34.461,34.461,34.461,34.462,0.7714740388403393,1.181090161413387,0.46081074649520165,0.48334991036393754,0.6363605075172208,0.38984762086098673,0.8443294651051206,0.6552490655447492,0.3808445939834596,0.9105991993360081,34.489,34.475,34.489,34.482,34.468,34.475,34.468,34.475,34.468,34.468,0.8086992087262206,0.6101230254037808,1.002004526966214,0.8890685484397772,0.766053204050353,0.6647480546053377,0.5579908381265585,0.763074345225265,0.5458909162828357,0.7838158163643758,34.468,34.461,34.468,34.468,34.462,34.468,34.475,34.468,34.461,34.469,0.6948198103820511,0.37893974271465447,0.33632498011737,0.31105330589337843,0.6062053442778178,0.48558033675199597,0.4867966484537202,0.845548465510384,0.3611570500478901,0.7353834616491964
C25:ene,Alkene,25,2469,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.661,35.64,35.668,35.661,35.648,35.648,35.627,35.647,35.634,35.641,3.7134345085699754,2.8933554041365928,3.659616288802081,3.7437845496051154,3.4416439123315987,3.155312737351111,2.6904906251683336,4.196966806351628,2.181121358979346,4.86601089340094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C25:diene,Alkadiene,25,2469,"NA",35.572,35.565,35.565,35.565,35.558,35.551,NA,NA,NA,35.551,0,0.702441077475825,0,1.2861683932226187,0,1.7438122788907415,2.310782592274808,1.4008861459825943,1.4986949368797517,1.3298147859677165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C25:ene,Alkene,25,2473,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.765,35.751,35.716,NA,35.696,35.703,35.737,35.696,35.744,NA,0,1.317212965774786,1.62807625316997,0.4653354312802908,1.181351489107494,0.4738168938594179,0.6312247872290258,0,0.7542890742774737,0.5036831174191346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C25:ene,Alkene,25,2474,"NA",35.668,35.647,35.661,35.654,35.641,35.627,35.62,35.613,35.634,35.62,8.433279234921518,3.243222836709502,3.1495334895245017,4.930428820250561,3.2630227719817855,7.153922059481623,7.900476180864572,7.748102544105594,5.320722360499991,6.828730383358452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C25:ene,Alkene,25,2480,"NA",35.758,35.737,35.744,35.744,NA,35.73,35.73,35.723,35.737,35.723,0.797017461974159,0.5972843109414567,0.44438605262905034,0.7718404183770089,0.415815149674569,0.9265627329625479,1.2302201835277387,0,0.7651854442045855,1.1908430331722886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C25,Alkane,25,2500,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.109,36.116,36.116,36.171,36.041,36.096,36.047,36.089,36.047,36.116,28.135976192837724,30.399911385033214,17.573225979201776,12.315975037855454,20.721809027869558,10.827092923441818,25.396118255376855,21.02396141079444,12.607837780266598,21.765001161532517,36.234,36.185,36.234,36.227,36.165,36.165,36.137,36.151,36.158,36.137,22.03122753344512,19.47735362450536,23.65300843182584,24.168960248731153,19.681645054003944,21.05048040436228,15.260760394815545,20.718048176242977,16.994383029687356,20.75805222351469,36.137,36.082,36.088,36.137,36.075,36.171,36.13,36.164,36.075,36.151,19.936634878183504,11.465391719541424,8.706939921744853,9.803309824965337,16.4478489596641,13.265200838324287,16.28152212698891,20.132580604225016,9.962860735714022,18.317216747118202
C26:ene,Alkene,26,2571,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.136,37.144,37.137,NA,37.13,37.116,37.13,37.123,37.13,0.07312528668375211,0,0.06491414808862761,0.07304574347289121,0,0.10157178651086533,0.09035185238093205,0.12240886077051996,0.48585206531042807,0.10279973127616099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26:ene,Alkene,26,2573,"NA",37.137,37.13,NA,37.123,NA,37.123,NA,NA,37.123,37.116,0.2232005759122359,0.1184510922811285,0,0.18697477444500676,0,0,0.22518358418786205,0,0.12741794090119046,0.10076092062084985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26,Alkane,26,2600,"NA",37.523,37.523,37.516,37.509,37.516,37.516,37.509,37.509,37.516,37.502,2.0592732197078494,1.5674806886770938,1.084315827182979,1.3667679428201338,1.206814824685643,1.2023376191396866,0.9620325925043477,1.2192425596328387,1.06161245894037,0.9543750717505881,37.537,37.53,37.53,37.509,37.516,37.516,37.509,37.502,37.516,37.509,1.4092019586117248,0.7690852186165171,1.0244190893461214,0.7844664678920855,1.2437059600185547,1.0371133979944795,0.5110728895649359,0.9441540539966842,0.9710899605617178,0.5163190824692792,37.537,37.536,37.53,37.53,37.516,37.516,37.516,37.516,37.509,37.516,0.9193451808036425,1.138052007658435,0.7866030173688545,0.9582452771787578,1.1264482686262856,0.891115297291214,1.1671284939569022,0.9894463290637003,1.3155917097423842,1.0227962059614308,37.544,37.537,37.53,37.544,37.523,37.523,37.53,37.53,37.516,37.516,1.0400150945563416,0.9963390275309177,1.3377107183781842,0.8681665108450441,1.0530171668055177,0.9748147363666982,1.096800789025461,1.093246267611345,0.9736846877325561,1.1834202596232832
2-MeC26,Methyl,26,2659,2-,38.426,NA,38.419,38.433,38.419,38.426,38.412,38.42,38.426,38.42,0.045672256787372106,0.04361869796115334,0.07031261328546409,0,0.056353549319056694,0.11947895174410357,1.0431643789123783,0.20049783739451688,0.08752933756206156,0.10712728667323776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C27:ene,Alkene,27,2665,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.468,38.481,NA,38.461,38.454,38.605,38.633,38.619,NA,38.612,2.8190491161784363,0.27292955782655504,0.26273731385750476,0.372336484835059,1.5987583686170592,0,0.33651399234396523,2.9192959598787507,0,1.5501649802881945
C27:ene,Alkene,27,2669,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.633,38.612,38.626,38.626,38.619,38.619,38.605,38.612,38.599,38.613,2.2576767103148447,2.629989551457641,1.8670922286873695,2.4075526217371737,2.553752886431029,3.6341246161121465,1.5495177593036147,3.714025753032239,2.3451678709199673,3.1437145985900963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C27:ene,Alkene,27,2671,"NA",38.613,38.626,38.606,38.612,38.606,38.606,38.592,38.592,38.612,38.592,7.367548252803445,3.8912246963109443,2.2103177895150408,4.74786621008125,3.0714901440124063,2.502192278052232,4.199044506630662,3.3591263225597046,3.7720570888670757,2.526746689711057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C27:ene,Alkene,27,2673,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.626,38.626,38.599,NA,38.606,NA,38.592,NA,38.599,3.988184452098123,1.6079079018174107,2.6650202179876357,0,2.491090499318851,0,1.9200769424564261,2.8973351469112845,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C27:ene,Alkene,27,2675,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.743,38.722,38.737,38.744,38.695,38.73,38.716,38.709,38.709,38.723,1.9848045405080406,1.2299827223084372,1.295527596351783,1.692548706716582,1.7217065268409555,2.268090264399452,0.8460722892133825,2.7330122499867606,1.7172134146113163,1.7638343581903109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C27:ene,Alkene,27,2676,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.723,38.73,38.716,38.709,38.723,38.695,38.688,38.702,38.695,38.702,1.2310317765316752,5.688160476916253,9.717493216070206,12.162414381755598,3.1028946095443635,10.093414296822123,6.090861747128283,1.4824520761524895,8.25882821287071,0.808165671434156
C27:ene,Alkene,27,2677,"NA",38.716,38.716,38.716,38.709,38.695,38.716,38.702,38.695,38.716,38.702,1.2873784110361643,1.2749479685207672,0.7599613779010318,1.1223474555397048,0.5700717161743789,0.7114920224322926,0.9573770713122822,0.7951976816590304,0.7258811879095426,0.7569239097816438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C27,Alkane,27,2700,"NA",39.061,39.109,39.074,39.04,39.04,39.095,39.054,39.054,39.054,39.019,37.45813542525694,33.795833750261984,29.635733253239415,28.71192815659044,33.88377562308275,20.998980435690857,15.181144099150611,19.661511147430787,21.73623224507534,14.309663070846096,39.054,39.04,39.081,39.033,38.999,39.033,39.006,38.978,38.95,39.033,25.094509240217057,11.69581361462356,25.95609384022178,17.100991206233825,18.87931930128113,20.580555722117364,10.528125581283037,22.68590134744479,22.76513597805537,7.640062742543449,39.171,39.171,39.143,39.13,39.116,39.081,39.13,39.081,39.047,39.061,17.95774583183197,24.523231505574586,13.997261947525583,19.262925348359378,20.306735244760763,17.08296983909883,25.70253642314002,18.905735397108305,29.66523208804303,20.253603542176172,39.13,39.033,39.06,39.102,39.054,39.136,39.074,39.109,38.999,39.081,21.25378781264882,21.8232228027462,18.9547420153671,12.523112981590062,20.523427366723073,10.958394636113496,21.988383259451385,20.490048270177965,16.361596406496382,24.652330850145187
11;13-MeC27,Methyl,27,2725,11;13-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.447,39.446,39.433,39.433,39.426,39.419,39.426,39.419,39.405,39.412,0.19222734925942503,0.3520086257137634,0.19250886218249624,0.19294654389042706,0.2325247071260836,0.18820188938724347,0.42580699056161503,0.29682683108332736,0.3142798926192313,0.16313163853064164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11;13-MeC27,Methyl,27,2727,11;13-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.44,39.419,39.419,39.433,39.426,39.433,39.419,39.426,39.412,39.419,0.38463042649081947,0.3775544082340577,0.3017204215081767,0.24791814789220648,0.46784012351429627,0.34094796378306663,0.4106144676407175,0.6761468861806854,0.2433136779226906,0.4046307213302595
11;13-MeC27,Methyl,27,2728,11;13-,39.419,39.426,39.419,39.412,39.412,39.426,39.412,39.412,39.412,39.406,0.5401750382871268,0.49401251299153043,1.020149860903063,0.9620717944982881,1.1571174914140376,0.7524971056269062,0.6699694949904327,0.9859243157683976,1.0136469849644878,0.7919967159897265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11;13-MeC27,Methyl,27,2730,11;13-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.419,39.412,39.419,39.412,39.405,39.412,39.405,39.405,39.398,39.412,0.4291348113145679,0.3147944583270573,0.7389065892200501,0.35821126775071005,0.9239241202877773,0.8701092571782886,0.486633996576086,0.42338617853709404,0.8645889721112092,0.4888548739444578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
