Compound,Class,Chain.length,RI,Mod.position,Fly_001,Fly_002,Fly_004,Fly_005,Fly_006,Fly_016,Fly_017,Fly_018,Fly_019,Fly_020,Fly_003,Fly_007,Fly_008,Fly_009,Fly_010,Fly_011,Fly_012,Fly_013,Fly_014,Fly_015,Fly_021,Fly_023,Fly_024,Fly_025,Fly_026,Fly_031,Fly_032,Fly_034,Fly_035,Fly_036,Fly_022,Fly_027,Fly_028,Fly_029,Fly_030,Fly_033,Fly_037,Fly_038,Fly_039,Fly_040
C26:ene,Alkene,26,2578,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13621792223700632,0.7639719625687029,0.29705584325331097,0.1368488397806494,0.3961383796435484,0.15150495812846387,1.2338538413349405,0.20261418103382686,0.1765347952830261,0.16190523050433617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26,Alkane,26,2600,"NA",2.0595104494073224,1.56515421635244,1.0834994273201208,1.3642435435294673,1.2048651243557922,1.2026682883182782,0.9721739650083753,1.2216920257240365,1.0625424953478633,0.9553985643094479,1.4092019586117248,0.7690852186165171,1.0244190893461214,0.7844664678920855,1.2437059600185547,1.0371133979944795,0.5110728895649359,0.9441540539966842,0.9710899605617178,0.5163190824692792,0.8826823249663371,1.1293576094004745,0.7842663671425535,0.9287256361319807,1.1033248370369941,0.8664637183834651,1.1512374091999182,0.948808953959032,1.31326923261083,0.9911686330826369,1.0400150945563416,0.9963390275309177,1.3377107183781842,0.8681665108450441,1.0530171668055177,0.9748147363666982,1.096800789025461,1.093246267611345,0.9736846877325561,1.1834202596232832
C27:ene,Alkene,27,2665,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8190491161784363,0.27292955782655504,0.26273731385750476,0.372336484835059,1.5987583686170592,0,0.33651399234396523,2.9192959598787507,0,1.5501649802881945
C27:ene,Alkene,27,2669,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.167642110160462,2.609897168666018,1.861545922123125,2.333385713861403,2.5013301238328336,3.533591149784047,1.5284202381882965,3.5614876585029576,2.3410278336199957,3.0465026007380174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C27:ene,Alkene,27,2672,"NA",7.368396999458886,3.88544929720691,2.208653603587846,4.739096974487256,3.0665279201281623,2.502880435731149,4.243309196657304,3.365874828800856,3.7753616378993016,2.529456427749687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C27:ene,Alkene,27,2672,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.988184452098123,1.6079079018174107,2.6650202179876357,0,2.491090499318851,0,1.9200769424564261,2.8973351469112845,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C27:ene,Alkene,27,2676,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.905651895502315,1.2205859991655617,1.291679155925861,1.6404081624672415,1.6863637914494811,2.20534641262999,0.8345525580714903,2.6207651874568882,1.7141819354252594,1.7092919191544271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C27:ene,Alkene,27,2676,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2310317765316752,5.688160476916253,9.717493216070206,12.162414381755598,3.1028946095443635,10.093414296822123,6.090861747128283,1.4824520761524895,8.25882821287071,0.808165671434156
C27:ene,Alkene,27,2676,"NA",1.2875267179196972,1.2730556765228096,0.7593891900299872,1.1202744971157608,0.5691507223397587,0.7116876983213999,0.9674693671270406,0.7967952388814502,0.7265171035175265,0.7577356514251714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C27,Alkane,27,2700,"NA",37.46245062837069,33.74567359678989,29.613420004684794,28.6588976685307,33.82903382909946,21.00475561522562,15.341177801279171,19.70101124892974,21.75527449272363,14.325009064372454,25.094509240217057,11.69581361462356,25.95609384022178,17.100991206233825,18.87931930128113,20.580555722117364,10.528125581283037,22.68590134744479,22.76513597805537,7.640062742543449,17.24160323344482,24.335880892556183,13.955682263014985,18.66951293575809,19.889883964225074,16.61039106029506,25.352582508995702,18.129261283864682,29.612862631306175,19.627308373740114,21.25378781264882,21.8232228027462,18.9547420153671,12.523112981590062,20.523427366723073,10.958394636113496,21.988383259451385,20.490048270177965,16.361596406496382,24.652330850145187
11;13-MeC27,Methyl,27,2726,11;13-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18456145429304796,0.3493193785074869,0.19193700335860264,0.187002645336989,0.22775150154904722,0.18299552188247728,0.42000939842658774,0.2846359088255455,0.3137250792541802,0.15808717536545513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11;13-MeC27,Methyl,27,2726,11;13-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38463042649081947,0.3775544082340577,0.3017204215081767,0.24791814789220648,0.46784012351429627,0.34094796378306663,0.4106144676407175,0.6761468861806854,0.2433136779226906,0.4046307213302595
11;13-MeC27,Methyl,27,2729,11;13-,0.5402372668252192,0.4932792941086379,1.0193817726895955,0.9602948627460037,1.1552480808727197,0.752704058811976,0.6770320521927268,0.9879050440171634,1.0145350007299618,0.7928460704725191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11;13-MeC27,Methyl,27,2729,11;13-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4291348113145679,0.3147944583270573,0.7389065892200501,0.35821126775071005,0.9239241202877773,0.8701092571782886,0.486633996576086,0.42338617853709404,0.8645889721112092,0.4888548739444578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C28,Alkane,28,2800,"NA",0.6534357229803248,0.8507297709183108,0.6509734619292015,0.6261248139332147,0.6445191234324251,0.6470407723182627,0.4583026054048686,0.5394984428360697,0.6466430959105769,0.4501953961118481,0.8621099491709485,0.34994388322696085,0.5796236439809737,0.396345801907695,0.5024524311141754,0.7649218120672314,0.2944324194143578,0.579673628732444,0.6863120117211216,0.3763063800669991,0.471440754117695,0.6859879117490318,0.2756949903397854,0.4242380285325806,0.6747562641711905,0.31229163451889136,0.8356006952913289,0.4594845939858744,0.862270471900781,0.43835126046531897,0.8376967178927707,0.9162273628107249,0.7807354766895122,0.32986977154914254,0.8162275500793598,0.3651154877153819,0.6150084408685752,0.5777770773942144,0.6548164599687373,1.0206594443635835
C29:ene,Alkene,29,2874,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7095244630301254,1.6019064369109504,0.9347345734650977,0.6232976103806692,1.3352030679893803,1.5183962514175118,1.3938242563671692,2.229774772448486,0.6764348050793441,0
C29:ene,Alkene,29,2874,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8014088813327094,1.9167667811499474,1.7053220156613405,1.8769475828696178,2.034446646322578,2.8804411866266157,1.21639147812076,2.2533835829669413,2.4767974101420975,1.9744813956716134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C29:ene,Alkene,29,2874,"NA",3.749669026621926,4.9010123330565865,3.3044640035682535,4.051182691923323,2.3708704386074837,0.6071529926843745,1.938877071250076,1.0568390173163682,2.4669459559456683,1.522600204012719,2.334065285262183,0.5212439097266007,3.569003957419889,1.1482759460201377,0.8864195514775906,0.882950123902557,0.7097395844455242,2.6017565276578063,1.4224627714022502,0.3251679944873235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C29:ene,Alkene,29,2878,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1134473303361974,2.6269102852514563,1.066353625754,0.7102798473389608,2.746710024415698,0.7129558145703261,2.479522018933676,2.7645748854583982,1.7343734078458524,4.527288991904057
C29:ene,Alkene,29,2881,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.723159546854498,0,0,1.6439055524412631,1.6566351238827808,1.2598874166247296,0,1.1874624769660396,0,1.6508221287292912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C29,Alkane,29,2900,"NA",6.8878922816687655,8.352805881919888,11.095361885658543,7.941284684102798,9.763322931091333,10.422388731196044,7.445974078288366,8.95568923957088,10.843438308704592,6.48208396224718,9.218970488023716,5.041052068211636,7.314248215882927,3.08477461540848,7.350849524802429,11.140372912049347,4.893139843196874,7.45276066030103,9.323879097608344,3.884472693328883,6.594355816176443,10.032854915488723,3.1135245440066344,5.383402882155614,7.825282332305999,3.5162940847981337,12.936354531240553,6.375113284781843,11.909086413029597,6.2967243546604506,11.28194839101311,13.19685401453134,9.495545102666577,4.1560040761511585,10.434642614522437,4.608838274792153,9.151334712899233,8.069191718075711,8.18274267150572,16.646336469652375
11;13-MeC29,Methyl,29,2928,11;13-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1471533650171321,0.3047303119935166,0.18347239451367464,0.1357107133995134,0.2079564054635938,0.11057916469662725,0.3835458249934451,0.20198778965226705,0.25529106412694963,0.09204071537770644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11;13-MeC29,Methyl,29,2928,11;13-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22525629100015138,0.24719706378427017,0.07580099397451576,0.105912584663749,0.29415864793410995,0.1487100418924049,0.3064813833467929,0.47316488817710717,0.14889936309868904,0.3034722214914365
11;13-MeC29,Methyl,29,2928,11;13-,0.15641368960050547,0.2583544812621577,0.5901666811631868,0.5929436944369252,0.6924842284271442,0.5167274807766264,0.43830679817642976,0.6035340357582871,0.716341755950324,0.4017830108790464,0.23437006980068972,0.19041310760817176,0.3617525432360292,0.07179950400696583,0.4605963323182635,0.4485136399905626,0.35594984958639325,0.2279506986058871,0.4423478854946241,0.22921145858317654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C30:ene,Alkene,30,2978,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10687510725144679,0.18637193030976243,0,0.09927109918886304,0.10160301389581276,0.09371636645404818,0.08110213105330426,0.14597356652171306,0.34547339220680423,0.056390245694800514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C30,Alkane,30,3000,"NA",0.11245481845902466,0.1708772790515978,0.3382790395138719,0.20257747579360647,0.25395762645293674,0.32137192114316954,0.25833380181890214,0.34574954520501433,0.28774503350057523,0.28115695822019043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1459197064122879,0.24316625573772804,0.06715494618574058,0.09965474308295938,0.2428268134538151,0.07131428527673968,0.3593514143013438,0.11721343438718279,0.2125813534065637,0.15235299395970703,0.30982590620105105,0.7042529943811822,0.9326691061589204,0.8816291466321642,0.45467080026610823,0,0.5864713707012401,0.17171160313524114,0.6471275720803279,0.31474132249791636
C31:diene,Alkadiene,31,3052,"NA",0.03415744908502996,0.19197507418420118,0.14555137770515,0.18469845623227116,0.21782004481237563,0.09200962089511679,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10628035095631974,0.14245078915586915,0,0.10558548237193223,0.12960528870531432,0.1144529734354205,0.11124774877330397,0,0.17764527673608818,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C31:diene,Alkadiene,31,3052,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1321709827004712,0.19279644879912375,0.14833434440781737,0.20943669633528678,0,0.22196096502330553,0.18238988149445404,0,0,0.1891833951218438
C31:diene,Alkadiene,31,3058,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6067938682703042,0.8161949268987612,0.2898297143949296,0.6150720891923883,0.49693436472122404,0.4246865082506719,0.6401871556744739,0.8550163440100511,1.0742708671272165,0.5143596316803642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C31:diene,Alkadiene,31,3058,"NA",0.11608183273322721,0.431557186496427,1.1266968330668161,0.5529857872604905,0.8123703712641089,0.7653424045708621,0.9669484563681104,1.138820143890886,1.0163771571465485,0.9424597031663694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4619086154231469,0.7336298831293723,0.3759289378508378,0.35473631098048386,1.0335513118647837,0.6678024871707403,0.7408941727666113,1.3085025711718177,0.8565193529223423,1.1200782783185461
C31:ene,Alkene,31,3075,"NA",0.8026179228596689,2.3509298620007804,5.178992446629485,3.738211999555369,5.787213522132376,4.061244570301155,3.8043222076349212,4.89369061747373,3.435282472878847,3.521107449810565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3067697662408788,2.220003575671723,0.9631125349610864,1.3543255563622274,1.1523167406789447,1.2206438180634487,3.0402448636083856,1.7072157767294864,2.5638583435066455,1.0195024006048299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C31:ene,Alkene,31,3082,"NA",0.612888003503943,1.8192692691080787,3.88750714778734,2.5812369970159508,3.1899290750583496,3.449218569520617,2.6548652855579773,3.58649995267206,2.7600283918891906,2.764463357167211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4454620765811999,2.403514173913044,0.7403501184775927,1.3446580118943807,1.3470051816428192,1.2817576367877899,2.660298073746356,1.6109490455020827,2.626096440247589,1.1029113788440426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C31:ene,Alkene,31,3082,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3186186956533035,1.1766628650549287,1.8174567918931912,0.2347554702483334,2.861446746676873,2.222750440668071,1.534559665206769,1.2790546204718773,2.1967129294758987,1.1028503454834715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.232890117072406,2.0616711247694806,0.9290210453026332,0.8884560826255536,2.3363034420215083,1.2049059290483277,2.25473673926305,2.7335535883864446,1.0936433222870976,2.6606648785523968
C31,Alkane,31,3100,"NA",1.2783525878048594,2.685686671665365,6.696049001788119,3.5476002827634723,4.02280876523737,5.3074617385984375,4.176176208067599,4.370849072754135,5.631592788727104,3.471294269240737,3.3267572045531844,3.2441401944811403,3.535336323380899,0.999787230312073,4.317626815672907,6.6961547240922625,2.8534704026881785,3.485582757498904,4.209234559362252,2.723034887420977,2.046305245694353,2.8965577991745284,0.9393242582984372,1.3140487218476433,2.557871907196292,1.1813406352092655,6.8353175019098575,1.6262078656198367,2.8764786372791833,2.3933450939337035,4.384454332644414,4.807715377884234,2.5586774316361782,2.0654459159274072,3.569421355572163,2.1766852555299616,4.144673527195639,2.4840175066286196,2.7116739223209745,4.062266728151553
13;15-MeC31,Methyl,31,3129,13;15-,0.022658988734201344,0.09910189426556681,0.2325612208090211,0.17886191177401656,0.2278669356926681,0.20773237906539674,0.13928819252914007,0.21432805296636373,0.22079009007415928,0.14443220764537287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03065035309063168,0.0766222814250813,0.03884480249674471,0.044356735242053025,0.050461156628616645,0.02617448493588406,0.14831512134716124,0.0478846892944668,0.06507428399249014,0.031787831448651445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13;15-MeC31,Methyl,31,3129,13;15-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059016418383428935,0.06925464977731859,0,0,0.08141844670225068,0,0.08436824345169285,0.15437019572996988,0,0.09160152057907536
13;15-MeC31,Methyl,31,3129,13;15-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05180959987163876,0.05624063505285015,0.09397756599164855,0,0.19482782259836537,0.26759369648857667,0,0.07294112392883366,0.10991254642127803,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C32:ene,Alkene,32,3178,"NA",0,0.11139251009915332,0.2295874333095212,0.21061875828231932,0.195996266132984,0.25681096062219533,0.22597289965153852,0.3046168631541206,0.1920054233484307,0.19200716030614187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04091631761519008,0.07408126833695731,0.013159846933067933,0.04465212505384744,0.032057325110606695,0.028410132025149255,0.17451878256275444,0.0732617876486419,0.1424658113970294,0.022590885477926342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C32:ene,Alkene,32,3178,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0141151431860913,0,0,0,0.0758701551333775,0,0.047661240418495655,0.06920854798161474,0.030970919765877437,0.07745935153496146
C33:diene,Alkadiene,33,3256,"NA",0.03583218105220226,0.6064528165959691,1.7620538913127493,1.057513659506139,1.383591598862426,1.8018576760622123,2.0013988844261186,2.7089969716700737,1.618278468828953,1.9997056251641714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33758677581407653,0.32642896469648786,0.15162529322538587,0.18824019683600987,0.37362521961831013,0.25301261362853317,0.41752117949713635,0.5205385605885342,0.2212447992812313,0.51841473002676
C33:ene,Alkene,33,3278,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.357513722940461,2.2126757754671464,3.324208554565576,0.18581025053222294,6.450024138023469,4.199842110439013,2.8295247075756373,2.4053306050732295,3.9565493281716475,2.0389348832724266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C33:ene,Alkene,33,3278,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.110095549574196,1.597924814798745,0.46228730006532054,1.072896103851485,0.82805455614713,1.0070103158256536,5.312594976009783,1.390548495757224,2.0816348950763834,0.6985387501342495,1.7750629136808276,1.2989028938710396,0.7299211893047871,0.7046099190361094,1.6688074686295655,1.0413271682759846,1.7263268177108135,1.9947517516991409,0.7075946052623617,2.0621089488980293
C33:ene,Alkene,33,3278,"NA",0.28512541676808045,3.0976903726695673,6.092442882871843,5.371421232655732,5.841928719119022,6.786409202659742,6.117086965711762,7.69110715672749,5.2601511084415895,5.814751670004695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C33,Alkane,33,3300,"NA",0.01667687899834966,0.14585458155299183,0.8509435450473033,0.3140216867936957,0.43833140738109316,0.5462673371491497,0.40881841472907526,0.6940408447523267,0.49110069955902336,0.4212046906566359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07794465936083109,0.08388650320759737,0.024093164482177794,0.049431280415462193,0.08004216120058712,0.04779402165142921,0.6474897257630327,0.05465139900319054,0.12223484536920046,0.09113223820679452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
